,UserName,OriginalTweet,Sentiment,Sentiment_float
1512,1125,"Tweet circulated last night about an elderly couple sitting outside a grocery store, too fearful of CV to go in. It is different &amp; far more risky over about 65. Ask someone like that if they need a grocery run, or help with a grocery pickup account 
#CoronaVirus #news",Neutral,3.0
1513,645,"In the wake of the global turmoil &amp; the crisis of the #COVID_19, financial markets, especially bitcoin prices have fallen #sharply. Apps such as #WhatsApp &amp; #Linkup with associated #Blockchain wallet can be used as balance weight for #BTC.
@linkupfounders 
@LinkupFr 
@LinkupRus https://t.co/J7QUgut0di",Extremely Negative,1.0
1514,1101,This #Covid_19 is scary and confusing. Schools are closing in my area now. Grocery store shelves are empty. Not sure what I should do so just staying in and hoping I dont run out of #toiletpaper #CoronavirusPandemic,Extremely Negative,1.0
1515,612,"@nolansclontarf Will you provide a grocery delivery service to elderly people who cannot travel to your store for their shopping? #Covid_19
#CoronavirusPandemic",Neutral,3.0
1516,995,the grocery store is out of toilet paper. i think people are freaking out and buying toilet paper because they are afraid of being quarantined. #Coronavirus #WuhanVirus #COVD19 #COVID19 #COVID_19 #CoronavirusPandemic https://t.co/9fzSGlcBf4,Negative,2.0
1517,768,"@LaurynnnG Yeah. I've seen eggs, milk &amp; Lysol wipes being sold out at grocery store due 2 #Covid_19. Folks have gone nuts 2 &amp; they need 2 calm down. This isn't the black plague.",Positive,4.0
1518,1379,"Safe Havens Fail to Advance as Market Panic Continues. 

Key risk events today:
US Prelim UoM Consumer Sentiment.

https://t.co/taAN7e3Q5S

#CoronaVirusSA #Limpopo #Covid_19 https://t.co/qW2oheUXot",Extremely Negative,1.0
1519,1290,Grocery store are insanely busy right now. #Covid_19 #CoronavirusPandemic,Neutral,3.0
1520,221,How to stock a pantry #Coronavirus https://t.co/kn0rIdzkNR https://t.co/QQqYLbL3Ti,Neutral,3.0
1521,641,"Well folks, sellers on Ebay are starting to gouge prices for hand sanitizer. I just snapped these 2 products as examples. Contact Ebay to complain. If it's happening in your state, contact your Attorney General.  #Covid_19 #pricegouging 
#ThursdayThoughts https://t.co/1u0No7rXMl",Positive,4.0
1522,1567,Im worried about how much online shopping Ill be doing when I dont have sport or work to distract me. Me and my Asos driver and going to get super friendly #Covid_19 #asos #shoptilyoucough,Positive,4.0
1523,424,In case youre wondering if people are losing their minds at the grocery store... they are! #Covid_19 #yikes https://t.co/emalSi4695,Negative,2.0
1524,337,"@kevinmornings @thekevinryder @JensenKarp @alliemackay , I get the #coronavirus is a big deal, but why stock up on TP? I dont get it?? Stock up on water and food and meds. TP should be on the bottom of the list. ?????",Neutral,3.0
1525,980,mixed Advice Stock up on food amp essentials for 3mths Take cash out of banks banks will soon shutdown Have alternative currency ei Bitcoin XRP or physical gold silver Follow high amp on Twitter n Youtube for latest news Get Vitamin C amp Chaga,Positive,4.0
1526,966,"We don't need to panic, and just so you understand if you stoking you need at least 30 days worth food, sanitary materials and medicine. 

Save the resources for other too. If everyone is not safe, nobody is safe.
#COVID_19ET #Ethiopia #CoronainEthiopia 

Pic: Bole,now. https://t.co/CemKlsDK8v",Negative,2.0
1527,239,Literally two weeks ago the U.S. economy was humming along and Bernie Sanders was the Democratic front-runner after a dominant victory in Nevada.,Neutral,3.0
1528,264,"Im not discounting the danger for some while attending a sporting event, but tell me why its ok for me to continue going to work at a grocery store where thousands of customers come and go on a daily basis carrying an unknown amount of sicknesses or the #coronavirus https://t.co/zNhWEM7K6p",Positive,4.0
1529,915,"Lock down #india for 30 days, close everything, financial market, stock market bank, give 2 days to Indians to store food, when all in control than in later months ask to work on #sunday, it will control #coronavirus @PMOIndia @narendramodi @PiyushGoyal @MoHFW_INDIA",Neutral,3.0
1530,1704,Just got back from the grocery store in LA and shit is crazy. Empty shelves and chaos. Im talkin out of oatmeal empty! Take care of yourselves and get yo snacks or youre gonna be eating flour. #Covid_19 #LACoronaVirus,Extremely Negative,1.0
1531,204,Small reminder: stock up on bar soap for your local food pantry/ place of worship. Our guests at our feeding ministry have asked for it (more portable than liquid hand soap) &amp; they need to stay safe from covid-19 too.,Extremely Positive,5.0
1532,342,"CDC urges elderly to stock up on food, stay home amid #coronavirus fears  https://t.co/yi0YqCABQP",Negative,2.0
1533,2048,Hey @realDonaldTrump you are creating a #CHAOS with the misinformation of #Covid_19 people is most easily to get sick of #stress than the #coronavirus they are leaving all supermarkets empty! Because of the fear!!? The #USA #Government has to STOP IT! @JoeBiden @BernieSanders,Extremely Negative,1.0
1534,308,"The fact that I probably will not have my work close or cancel over COVID-19 is kinda stupid.. I swear to god if I get this CUZ OF WORK, I am fucking suing.",Extremely Negative,1.0
1535,651,"On the Tonight Show they showed a queue of people in a supermarket with full trollies and one of the trollies had a case of Corona in it ?
#TonightVMTV
#Covid_19",Neutral,3.0
1536,944,"Wholesale and supermarket owners in Jamaica rn:
#CoronaOutbreak #Covid_19 #Jamaica https://t.co/ZCVoABAP7j",Neutral,3.0
1537,1258,Belgium : I just went shopping at the supermarket. People panic. It looks like the scenario of an apocalyptic film. They have masks. store shelves are empty #coronavirus #COVID19 #Covid_19 #coronavirusbelgium #coronavirusBE https://t.co/jov7z7AzKr,Extremely Negative,1.0
1538,2059,"You've seen higher prices for hand sanitizer since #coronavirus. Is that #pricegouging? Your airline, cruise line or wedding venue won't let you reschedule. What are your rights? And how to distinguish #COVID19 myths from truth Join me live on FB at 12:30pm for #Consumer Q&amp;A. https://t.co/iYgxM66vCj",Extremely Positive,5.0
1539,2194,Apple retail store closes COVID 19,Neutral,3.0
1540,1525,"This is my local supermarket, no more bread, milk, toilet paper or pasta available. 

The coming weeks should be fun.. 

#Covid_19 #Amsterdam https://t.co/rTBdtX9Zd0",Positive,4.0
1541,462,"@trish_regan METRO MANILA PHILIPPINES??PLACED UNDER 
Community Quarantine.NOMass Gatherings or Eventsto contain thecoronavirus disease 2019(COVID-19)starting 3/15. HOARDERS OF CONSUMER GOODS WILL FACE 
Imprisonments.#Covid_19 #TrishReg",Negative,2.0
1542,1197,"A retail store at an Etobicoke mall was shut down Thursday after an employee tested positive for COVID-19.
https://t.co/aMczSMUuOs",Positive,4.0
1543,2438,Crowds and wet weather didn t deter SoCal residents who flocked to stores like Target on Friday to stock up The run on essential items was fueled by increasing urgency around has the story of a shopper who braved the crowds,Extremely Positive,5.0
1544,2290,"Capitalist problem: how can we get all eyeballs on screens so we can bombard them with propaganda so they will act on our advertising and buy our shit via online shopping carts?
Capitalist answer: COVID-19",Extremely Negative,1.0
1545,186,"Sitting here counting my blessings. I have a walking trail behind my house. I decent gym in my garage. A pool and a lovely home.
If I am shut up for a few weeks or months it will ok. 

That being said. Headed to the grocery store to stock up on frozen pizza and IPA. 
#coronavirus",Extremely Positive,5.0
1546,813,"Ive read posts about the COVID-19 saying to stock up on food, to take all your money in the bank out, and other extremes. That scares me.",Negative,2.0
1547,601,Consumer expert Amy Davis is explaining your chances of getting your money back if you decide not to keep your plans due to coronavirus concerns. https://t.co/bbwTDbO7n8 #kprc2 #click2houston #coronavirus https://t.co/yAETit2LRn,Positive,4.0
1548,2442,Who knew that pandemic would mean my inbox being flooded by every single retail vendor Ive ever had any contact with emailing to inform me about their COVID-19 response. Didnt know I needed that info from WiFi provider and a store I bought a bag of chips from ten years ago.,Neutral,3.0
1549,2044,In times of crisis like #coronavirus I cant believe ppl are exploiting the public by marking up prices on masks and sanitizers! RIDICULOUS! This is how we are being governed! Everything is just about money !,Extremely Negative,1.0
1550,2583,"@DeaceProducer how was your Costco trip? I stopped over at mine yesterday for dog food and they said they CANT KEEP IT IN STOCK.
I wasnt pissed about this #coronavirus until I saw people #panicbuying dog food....",Extremely Negative,1.0
1551,433,"This could be all the work of China and Russia(oil prices) to hurt Trump, it's not like these Communists haven't killed millions of their own people for political reasons before.

 @realDonaldTrump.

Change my mind. 

#CoronavirusPandemic #Covid_19 #COVD19
https://t.co/pCRZh0a7Um",Extremely Negative,1.0
1552,44,Scammers are taking advantage of fears surrounding the #Coronavirus. Here are some tips to help you keep scammers at bay: https://t.co/Yt892bgnBu #COVID2019 https://t.co/kmILU80H6h,Positive,4.0
1553,474,"Wanna know how the impact of #Covid_19 crisis to the business of luxury in #China &amp; #HongKong and how the consumer behavior changes due to the #coronavirus?

Free report download from our facebook: 
https://t.co/9KfVsckczx 

@ChinaSmq #chinabusiness #chinamarketing #smqchina https://t.co/MNPA5zCVCx",Negative,2.0
1554,1237,"#coronavirus #CoronaOutbreak 
What happens to those children who are so hungry they eat from bins.. when schools close and they cant have their free school meal? Families so financially desperate that they cannot stock up on food and supplies if theres mass quarantine?",Positive,4.0
1555,27,When your usual grocery shopping @woolworths turns into a toilet paper fight in the supermarket aisle. Yikes. #toiletpaperpanic for the #coronavirus has taken a whole new level. https://t.co/aKJ283I20C,Negative,2.0
1556,2490,"#Covid_19 All these men wandering aimlessly through the aisles. I guess its the first time theyve ever had to go to the grocery store. (@ Giant in Ashburn, VA) https://t.co/OYdbzjsZJy https://t.co/FLg73Gklzo",Neutral,3.0
1557,1225,"The one who stayed away saved all the rest

Even if you are not at high risk of getting #Coronavirus, the person next to you or touching the door knob you just touched or reaching for the tomato at the grocery store after you might be.

#Covid19 #Prevention #PreventionOverPanic https://t.co/cS0DXqTpoM",Extremely Positive,5.0
1558,1467,"Or buy gift certificates for others who may be in self-quarantine. A little online shopping will pass the time and keep local businesses alive. Plus, more books! #coronavirus #books",Extremely Positive,5.0
1559,1231,"A message to share before you rush to the grocery store - please help your parents, grandparents, and all of our elderly citizens #coronavirus #CoronaOutbreak #CoronavirusPandemic #coronavirususa #COVID19 #Covid_19 https://t.co/EGALkm0QEJ",Extremely Positive,5.0
1560,1465,Just been to the supermarket. Why do all women buy loads of toilet paper and the men more pizzas and beer? #Covid_19,Neutral,3.0
1561,252,"#COVID19 Online Shopping Impact Data. #retail, #GoDigital https://t.co/bZgqn5X2UR",Neutral,3.0
1562,2269,"To rein in panic-buying, the usually reliable Israeli Health Ministry director-general just announced that the supermarkets will remain open in any scenario. The much less reliable Israwli Prime minister's office added that there are no food shortages. #Covid_19",Extremely Negative,1.0
1563,1484,"Americans Stock Up On Food as COVID-19 Concerns Rise #Covid_19
#coronavirus https://t.co/pDuvhFPhnu https://t.co/3qPqF6Mgsn",Neutral,3.0
1564,935,"#Covid_19   
In Turkey  , food prices increased by 100% :(  ...
virus outbreak unknown.  
no clear information is provided by the authorities",Positive,4.0
1565,1060,First time in 2 weeks that I have seen loo roll in a supermarket! So I bought a sensible quantity of 12! #CalamityCorona #Covid_19 #ToiletPaperApocalypse #stoppanicking,Neutral,3.0
1566,2401,"In a Calgary grocery store lineup, I said to my wife, ""this #coronavirus thing feels like Christmas to me"".

Why? She asked.?

""I know it's not joyous"" I said ""but it seems everybody has stepped off their rat race treadmills &amp; are open to being human"".

I expect great revival.? https://t.co/Qgtep7nLQa https://t.co/eWCXfHjuzV",Extremely Positive,5.0
1567,2293,"Crowded hospitals w/o #Covid_19 tests, empty grocery store shelves and worried Angelenos have good cause to question leadership @LACity @MayorOfLA... https://t.co/8dDPPeOrJB",Neutral,3.0
1568,996,"DONT FORGET TO BE POLITE TO OTHERS, ESPECIALLY THE PEOPLE WORKING AT THE GROCERY STORE RIGHT NOW! THEYRE WORKING THEIR ASSES OFF! #QuarantineAndChill #StateOfEmergency #Covid_19 #lockdown #NationalEmergency #CoronaOutbreak #FridayThoughts",Positive,4.0
1569,676,"One of our elderly non Muslim neighbours is disabled and is unable to get out.

My family ordered their shopping online.

The Quran takes it as axiomatic that a society is judged by the way it treats the most vulnerable: the very young and the very old.

#coronavirus #COVID19.",Negative,2.0
1570,1982,"As a joke, I was going to post a pic of a roll of TP captioning it yours for the low price of $100 but ppl are actually doing this for real. This panic buying is going to drive prices way up. We all need to calm down, no more panic buying #covid19Canada #panicbuying #Covid_19",Extremely Negative,1.0
1571,856,"Lidl is total chaos, queues as long as the aisles. The cashier got up to go to the toilet and was met with roars of abuse. When I got to the top I asked how she was and she said I was the first person to ask her that all day. She has been working since 4am. Be a bit sounder lads",Extremely Negative,1.0
1572,2178,"Yo mama so nasty COVID won't take her
Yo mama so dumb she thinks the CDC is a tv channel
Yo mama so dirty she got the Coro-NO-NO-NO
Yo mama so dumb she went to the grocery store (that's it)

Yo mama so dumb that she #SocialDistance - no wait, that's smart

#CoronaSnaps #Covid_19",Extremely Negative,1.0
1573,2456,Ocado down: Online shopping #ap'p and website break as #coronavirus fears lead to panic bu... https://t.co/7TmAssTuCG https://t.co/YYIMPmmv9w,Extremely Negative,1.0
1574,523,Bleedin shopping trolley wars all over the place today. You'd nearly want shin guards on going into a supermarket! #Covid_19 #COVID2019IRELAND,Negative,2.0
1575,650,Stock markets in freefall today due to #Covid_19 fears. Shares in Irish agri-food companies are down across the board. Kerry shares have fallen below 100 and Glanbia now down below 10 @farmersjournal #CoronavirusPandemic #COVID19ireland https://t.co/JjftteyQGe,Negative,2.0
1576,692,"My neighbor's a health care professional working as a nurse at a major @Chicago hospital. She's very much appreciated &amp; in the time of Coronavirus, wanted her to know that we have to take care of one another. Thank a nurse, doctor, hospital worker. #Coronavirus #COVID19 #ThankYou https://t.co/U2gAISnFxN",Extremely Positive,5.0
1577,874,I've never been in a supermarket where so many people went out of their way to not accidentally touch each other. It was a strangely considerate experience. #Covid_19,Positive,4.0
1578,1078,"We arent supposed to be gathering in large groups, yet there are a 1000 people in the grocery store hoarding food. #Covid_19",Neutral,3.0
1579,1983,"@KyleBrandt The Corona Tough Guys will be the same ones trying to cut long lines at the ER and starting fights at the supermarket. 

An idea to limit hospital over crowding: Anyone still spreading its just the flu, toughen up type messaging is n",Extremely Negative,1.0
1580,7,Voting in the age of #coronavirus = hand sanitizer ? #SuperTuesday https://t.co/z0BeL4O6Dk,Positive,4.0
1581,228,Reporting on COVID-19 Has to stop Many times your told wash your hands 20 sec. Use Hand sanitizer 60% alcohol cough into a tissue Stock up on food and Rx drugs Now cancelling events? We've had mass shootings &amp; are told to live of lives This virus is paralyzing us? Puzzling to me!,Positive,4.0
1582,951,So I went to do my groceries today (post-nights) cause I genuinely have no food at home. Literally thought that therell be less people at supermarket as it is working hours. Little did I know that I was wrong #Covid_19,Extremely Negative,1.0
1583,1921,I'm just worried about all the poor people that are gonna be left eating toilet roll when they realise they didn't stock up on any fucking food #Covid_19 #CoronavirusPandemic,Extremely Negative,1.0
1584,835,"Please be aware #COVID19 #CoronaVirus has been confirmed on the #GoldCoast #QLD. If you're local &amp; #ImmuneCompromised please enlist medical hand washing, consider social distancing &amp; stock up on meds &amp; food if possible, asap. #EDS #Spoonie #ChronicIllness

https://t.co/x3rpZxP2L8",Extremely Positive,5.0
1585,1050,"Mass hysteria or reasonable preparation? Seen at my local grocery store. Why toilet paper? #covid_19 #coronavirus #masshysteria #hunkerdown @ Fort Collins, Colorado https://t.co/GQ4gyAeKbY",Negative,2.0
1586,1289,"Uh-oh, no SpaghettiOs. Panic buying at this San Diego grocery store leaves lots of empty shelves. #Covid_19 #coronavirus #C19 https://t.co/JuSw6pgLng",Extremely Negative,1.0
1587,2183,"point of view: u live in LA, &amp; its down-pouring. the pollen count is high, &amp; nobody knows how 2 drive. Ridiculous rent prices force you into public places despite having #COVID_19 fears. ppl r sniffling &amp; sneezing all around u is it allergies? Or early stages of#CoronaVirus?? https://t.co/PqEKVPyWLL",Neutral,3.0
1588,1170,I havent seen gas prices this low in years!!! Thanks #Covid_19! #SilverLining,Positive,4.0
1589,1099,#panickbuying #Covid_19 for all those buying everything out to sell at inflated prices youre no hustler youre a piece of shit.,Extremely Negative,1.0
1590,437,"Here's a novel idea... there is panic that the healthcare system, paid family leave and systems for food security can't handle the influx that's about to happen, but what if we had already had those in place?Think of the amount of fear that would be decreased. #Covid_19 https://t.co/M9bqTgtSXV",Extremely Negative,1.0
1591,989,"Well done @premierleague for postponing all footy matches until April 3rd / April 4th due to the #coronavirus 

https://t.co/3orhGMdmXi

Stock markets at their lowest, public stock piling food, most sport cancelled, 208 new cases today in UK and I don't think we are at its worst.",Extremely Negative,1.0
1592,180,"If you dont stock up on toilet paper, food, and water every #flu season then you shouldn't be stocking up for #coronavirus",Neutral,3.0
1593,2170,Just ate something from my stock pile of food. It hasn't even started yet and I'm eating my inventory already #Covid_19 #coronavirus,Neutral,3.0
1594,45,"Are you doing business in international markets? This @ExportDevCanada webinar will show you how to navigate todays exporting challenges and rising commodity prices due to the COVID-19 virus.

https://t.co/pDBUlOnAEI",Positive,4.0
1595,288,"Meanwhile at a grocery store in the Netherlands..

 #CoronavirusPandemic #pandemic #Covid_19 #coronavirus #corona https://t.co/6FBpeGSxov",Neutral,3.0
1596,207,"Neither Mutton Nor Chicken, 'Kathal' Prices Skyrocket Due To Coronavirus Scare
https://t.co/wJkNvZQf8d
#coronavirusinindia #coronavirus #kathal #mutton #jackfruit",Negative,2.0
1597,621,Online shopping getting new records? #coronavirus,Neutral,3.0
1598,518,"People queuing to get into supermarket in #Milano - several meters away from each other, most wearing masks #Covid_19 https://t.co/XSFlACuZKM",Neutral,3.0
1599,1423,"Global crisis underway as per media. Stock markets plummeting, oil prices crashing &amp; the CoronaVirus pandemic. The World needs the #Avengers. #CrudeOil #Covid_19 #StockMarketCrash2020",Extremely Negative,1.0
1600,799,My local grocery store. This is nuts. #Covid_19 https://t.co/D3hj0eAnxQ,Negative,2.0
1601,1268,Look how the is oppressing its people The people don t even have enough to eat We want justice In due to the outbreak a wave of protests is sweeping the country Business owners demand rent and free rent,Extremely Positive,5.0
1602,1029,Long lines at a grocery store in Caloocan #COVID2019 https://t.co/rrKwvF3I3U,Neutral,3.0
1603,872,SEEKING: Everyone's favorite proactive consumer messaging in response to #Coronavirus/#COVID_19,Extremely Positive,5.0
1604,378,"The pasta shelves in my local supermarket. Pasta with a bog roll sauce anyone? 
#Covid_19 #coronavirus #panicbuying https://t.co/ph9Mdt4RLA",Neutral,3.0
1605,11,"Best quality couches at unbelievably low prices available to order.

We are in Boksburg GP 

For more info WhatsApp:
084 764 8086

#SuperTuesdsy #PowerTalk 
#Covid_19 #SayEntrepreneur 
#DJSBU https://t.co/HhDJhyQ2Dc",Positive,4.0
1606,804,"@SecPompeo @realDonaldTrump You mean the plan that 
doesn't cover underinsured, non insured, &amp; unemployed
hasn't frozen prices yet 
doesn't cover mass testing (that 3rd world countries are already doing)

#WhereAreTheTests 
#WhereAreTheTes",Neutral,3.0
1607,1266,"off to get some food stock, next week asin at kanin na lang
#Prayer #Covid_19 #FridayThe13th #goingcrazy #goodluck",Neutral,3.0
1608,1621,"Meanwhile, in every grocery store in Ohio... #Covid_19 #masshysteria https://t.co/vZeM76JbRB",Neutral,3.0
1609,1932,"In non-COVID-19 news: This week's Starting Up features @grocerkey, a company that develops software you might have used for buying groceries online. https://t.co/D8XfSCcju2 via @WiStateJournal",Neutral,3.0
1610,28,"Coronavirus panic spreads: Costco is pulling free samples over COVID-19 - USA TODAY

Coronavirus panic spreads: Costco is pulling free samples over COVID-19  USA TODAY

'It's pandemonium': virus panic-buying hits Los Angeles  Yahoo News

How Costco is Ha https://t.co/MyTDpDomEI",Negative,2.0
1611,748,"@bigeasy1156 @CK557755 @don_1312 @CNN the virus no longer needs to fly when it has reached all cities in USA from Cost to Cost.  Now Virus can walk comfortably on men's legs to do his job (at the stadium, supermarket, cinema, ..).  Local measures are need",Positive,4.0
1612,1100,"Have you done with your supermarket issues? Buy whatever you want, then pardon me, I also would like to buy something if you let me. How many packages and why? When does this crazy behavior stop? 
#Norway #Oslo #COVID #coronavirusnorge #coronavirus #CoronaOutbreak #Covid_19",Neutral,3.0
1613,1035,"It just shows the spine of our people, in the times of a global outbreak, few opportunists charge exorbitant prices for simple essentials like face mask and hand sanitizer. ????? ?? ????? ??? ??? ?????? 
#coronavirus #CoronavirusOutbreak #handsanitizer",Extremely Positive,5.0
1614,927,"No need to stockpile toilet paper, it doesnt kill the Covid-19. Have Tylenol, Ibuprofen, Gatorade, juice, soup and food in stock... that will help if quarantined. https://t.co/LWjUSWvc1B #covid19Canada #CoronavirusPandemic",Extremely Negative,1.0
1615,382,"The basics of social distancing:
Keep two metres away from other people. Unless you're in the supermarket, in which case, pile on! Have you all lost your minds? Stoppit! #COVID19",Negative,2.0
1616,1690,"This was my supermarket today! Fruits and veggies, pasta, pasta sauce, toilet paper, soap, eggs, beans, bread, hummus all sold out! #Covid_19 #ukcoronavirus #coronapocalypse https://t.co/DU7VZ0EBhi",Neutral,3.0
1617,1560,I thought companies were going to be prosecuted for profiteering from COVID 19? @AsdaServiceTeam @asda Why is my online shopping about to increase if I amend my order? Shame on you. https://t.co/wIOdgXuqtQ,Extremely Negative,1.0
1618,2451,"Fecking #coronavirus. I bought #Spam, for God's sake. Spam.

Goddamn grocery store shelves were picked clean. I won't starve, but my diet's going to be shite for the next week or so.",Neutral,3.0
1619,544,"Frozen food demand surges amid Covid-19 scare in Italy
https://t.co/D9d2poLkgJ #FrozenFood",Negative,2.0
1620,1516,I just rang @age_uk to ask would they be taking food donations?  Thinking they may deliver to the elderly... Their answer was that they do a shopping service but the elderly have to register online! Wtf? She also said I will have to email. Was not interested in any help #Covid_19,Extremely Negative,1.0
1621,1221,"Grocery shopping in the media generated apocalypse.  Bread aisle at my local store.  Thought I might get mugged for my whole wheat!
#Covid_19 #covidpanic https://t.co/tZz09xjz4l",Neutral,3.0
1622,1569,Walmart CEO McMillon said it will be hard to keep hand sanitizer in stock because demand is outpacing supply Thus confirming what anyone who s been to a store lately kinda knew already,Positive,4.0
1623,1601,"Call your healthcare provider if you think you have been exposed to COVID-19 or develop a fever, cough or shortness of breath. 
But please do not allow panic to set in. There is no need to hoard food or medical supplies. In fact, that can be harmful to our community - (4/5)",Positive,4.0
1624,698,Our supermarket ran out of alcohol hand-sanitiser so I had to improvise #Covid_19 https://t.co/wym1fNMkpx,Positive,4.0
1625,409,"There was no meat at my local supermarket yesterday and very few packages of pasta. At the end of the day Portugal should be ashamed! This is shameful and this needs to be shown. Again, it's important to be safe from the #Covid_19, but don't panic, that will get us nowhere.",Extremely Negative,1.0
1626,1933,When was the last time before this week you all went to the Supermarket?  2017?  #Covid_19,Neutral,3.0
1627,49,"Global stocks plummeted today due to fear surrounding #COVID2019 and falling oil prices, which saw the biggest one-day drop since the 1991 Gulf War.

Let's look at how the major stock indices have been reacting to the news, based on their closing values. https://t.co/fV7IehqaDo",Extremely Negative,1.0
1628,604,"6. How can you prevent catching #coronavirus? 

?? Wash your hands.
?? Cover your coughs.
?? If you're an older Kansan, consider delaying any vacations and limit trips to the grocery store or public spaces.
?? Stay home if you're sick.",Negative,2.0
1629,361,"I'm going to say this right now!
What is wrong with people over this #Covid_19 
When people are fighting over shit paper or Food.
Is sick to me!  I go to the store and i can't shop for anything! 
Because panic feared idiot fools think world is coming to the end!",Extremely Negative,1.0
1630,1528,"?Rustans Supermarket Paseo Center's Alcohol and Tissue Section. 

#Covid_19 https://t.co/uGAj0xBHgz",Neutral,3.0
1631,220,"After local authorities floated the idea of ""localized"" lockdowns to control COVID-19 spread, Agriculture Secretary William Dar said his order for a ""food sufficiency action plan"" is meant as a contingency measure if the situation worsens. https://t.co/sD3QB0xi1i",Negative,2.0
1632,2147,"Dirty bird at grocery store just bought last dozen or so jars of mayonnaise at once, leaving me to ask where all my canned tuna fish is gonna get lube. Adding olive oil is good for stretching out remaining mayo but only goes so far.
#preppers #coronavirus #covid19US #Stretching",Neutral,3.0
1633,1365,"Wow theres really nothing at the grocery store! No water, no bread, no meat, no frozen foods... tons and tons of empty shelves! If the virus doesnt get me starvation will ? #Covid_19 #coronapocalypse",Negative,2.0
1634,1025,While others are able to work from home retail workers are the last ones standing during this pandemic Do you know if your store is taking the necessary measures to protect you and your community,Positive,4.0
1635,909,"@JGreenblattADL BEST WAY TO DEAL WITH COVID-19:
1. Announce to the country a chosen date to suspend all activities for one month (give people time to stock on food supplies, meds, etc.)
2. Quarantine everyone at home, except sick people and emergency ",Negative,2.0
1636,265,"@IAmPhilKessel @theJagmeetSingh YOU willing to go into a grocery store or pharmacy w. #coronavirus stricken employees who can't afford to take sick leave w/o pay? Maybe you'll appreciate cost of inaction when you, or your elderly parents need ICU care, bu",Negative,2.0
1637,1327,This is really scary. Waking up and immediately checking the news - wondering what the latest numbers are. What a time to be alive. Yesterday there was a line of people wrapped around my regular grocery store. Im so so scared - esp working in healthcare. #Covid_19,Extremely Negative,1.0
1638,1522,If I sneeze ? in a grocery store and you stare me down... but YOU just spritzed a quart of Chanel No. 5 thats a you problem! #Covid_19 https://t.co/uMchUANcNl,Extremely Negative,1.0
1639,846,"Who knew!

#COVID2019

Household Products That Destroy Novel Coronavirus - Consumer Reports https://t.co/hZSjz6Sts9",Negative,2.0
1640,451,Live feed from every grocery store. #Covid_19 https://t.co/R6jvhDKgvP,Neutral,3.0
1641,1851,#MorningJoe Lower oil prices is not a massive boom It is attack upon #USA economy by #Russians and #Saudis. @realDonaldTrump should sanction today 50% on any Nation using Saudi or Russian oil 0% tariff for products made with US oil. This was economic attack on top of #Covid_19 https://t.co/yfB6VY4sk7,Extremely Negative,1.0
1642,1947,Survival tip #100029 for #Covid_19 : Ration the food and consumables you already have..dont be an absolute bumder and raid every shops nook and cranny so no one else can have stuff. Panic buying virgins.,Extremely Negative,1.0
1643,514,"COVID-19 in Kerala: Govt home-delivers groceries to those quarantined in Pathanamthitta

The district administration has decided that if there is a demand for cooked food, they will supply it based on the diet requirements of the families.",Negative,2.0
1644,114,"I dont understand the run on toilet paper. 

You would think that youd stock up on food first. Without food, you wont need the toilet paper. #coronavirus",Negative,2.0
1645,4,"#Panic buying hits #NewYork City as anxious shoppers stock up on food&amp;medical supplies after #healthcare worker in her 30s becomes #BigApple 1st confirmed #coronavirus patient OR a #Bloomberg staged event?

https://t.co/IASiReGPC4

#QAnon #QAnon2018 #QAnon2020 
#Election2020 #CDC https://t.co/29isZOewxu",Negative,2.0
1646,1108,"@SadhguruJV Saar, @SriSri Sir @yogrishiramdev ji 
I am looking for some gyaan please. You guys have spoken on Economy, Value of Indian rupees Vs US Dollar, Petrol prices, Politics, Social issues. 
Anything on #CoronavirusPandemic
#CoronaOutbreak 
",Positive,4.0
1647,90,"Even without the #coronavirus, suspension or elimination of the #payrolltax is the quickest and most sensible means of enhancing consumer liquidity for working Americans, especially part-time and low wage workers.

Once again, @realDonaldTrump is doing exactly the right thing.",Negative,2.0
1648,29,"While you are stocking up, waiting for quarantine, if you can don't forget to donate  food, water, and toiletries to your local food banks to help others without the means to stock up. Get ahead of it before it becomes a crisis. #covid19 #coronavirus",Negative,2.0
1649,681,"@British_Airways  can u plz update ur policy regarding flights coming up in April. The charge to change is more than the tix prices.
Tickets purchased b4 the #Covid_19 outbreak, that has us flying LAS-London on April 4th and out of CDG-LAS on April 15th",Positive,4.0
1650,2088,OK. I will admit it. I'm fucking scared of the #Covid_19. I'm a college student and I work in a grocery store. I'm ok with classes being moved to online b/c I have the privilege of owning a laptop and paying for internet. But what I'm worried about is my job. 1/,Neutral,3.0
1651,1058,"Be nice to grocery store, drugstore, and other service industry staff. It isnt their fault there are no chickpeas or tp, and they are  possibly facing a more precarious work situation than you are. #coronavirus",Negative,2.0
1652,1964,"So, I just ran out and spent another $50 on stuff I might or might not need at the grocery store. #coronavirus",Neutral,3.0
1653,58,"Come on guys, please be like bob!

#COVID2019 #panicbuying #coronavirus https://t.co/kMly3zNynR",Positive,4.0
1654,545,"#IAG and other European airlines see share prices tumble after Trump travel ban
#COVID2019 $IAG
https://t.co/m9kOWrgHmr https://t.co/IgE0LgqA3m",Negative,2.0
